operand_a,operand_b,operation,expected_result
0x5555555555555555,0x7fffffffffffffff,7,0x0000000000000000
0x5555555555555555,0x7fffffffffffffff,8,0x0000000000000001
0x5555555555555555,0x7fffffffffffffff,9,0x0000000000000001
0x5555555555555555,0x8000000000000000,0,0xd555555555555555
0x5555555555555555,0x8000000000000000,1,0xd555555555555555
0x5555555555555555,0x8000000000000000,2,0x0000000000000000
0x5555555555555555,0x8000000000000000,3,0xd555555555555555
0x5555555555555555,0x8000000000000000,4,0xd555555555555555
0x5555555555555555,0x8000000000000000,5,0x5555555555555555
0x5555555555555555,0x8000000000000000,6,0x5555555555555555
0x5555555555555555,0x8000000000000000,7,0x5555555555555555
0x5555555555555555,0x8000000000000000,8,0x0000000000000000
0x5555555555555555,0x8000000000000000,9,0x0000000000000001
0x5555555555555555,0x7fffffffffffffff,0,0xd555555555555554
0x5555555555555555,0x7fffffffffffffff,1,0xd555555555555556
0x5555555555555555,0x7fffffffffffffff,2,0x5555555555555555
0x5555555555555555,0x7fffffffffffffff,3,0x7fffffffffffffff
0x5555555555555555,0x7fffffffffffffff,4,0x2aaaaaaaaaaaaaaa
0x5555555555555555,0x7fffffffffffffff,5,0x8000000000000000
0x5555555555555555,0x7fffffffffffffff,6,0x0000000000000000
0x5555555555555555,0x7fffffffffffffff,7,0x0000000000000000
0x5555555555555555,0x7fffffffffffffff,8,0x0000000000000001
0x5555555555555555,0x7fffffffffffffff,9,0x0000000000000001
0x5555555555555555,0x8000000000000000,0,0xd555555555555555
0x5555555555555555,0x8000000000000000,1,0xd555555555555555
0x5555555555555555,0x8000000000000000,2,0x0000000000000000
0x5555555555555555,0x8000000000000000,3,0xd555555555555555
0x5555555555555555,0x8000000000000000,4,0xd555555555555555
0x5555555555555555,0x8000000000000000,5,0x5555555555555555
0x5555555555555555,0x8000000000000000,6,0x5555555555555555
0x5555555555555555,0x8000000000000000,7,0x5555555555555555
0x5555555555555555,0x8000000000000000,8,0x0000000000000000
0x5555555555555555,0x8000000000000000,9,0x0000000000000001
0x5555555555555555,0xffffffffffffffff,0,0x5555555555555554
0x5555555555555555,0xffffffffffffffff,1,0x5555555555555556
0x5555555555555555,0xffffffffffffffff,2,0x5555555555555555
0x5555555555555555,0xffffffffffffffff,3,0xffffffffffffffff
0x5555555555555555,0xffffffffffffffff,4,0xaaaaaaaaaaaaaaaa
0x5555555555555555,0xffffffffffffffff,5,0x8000000000000000
0x5555555555555555,0xffffffffffffffff,6,0x0000000000000000
0x5555555555555555,0xffffffffffffffff,7,0x0000000000000000
0x5555555555555555,0xffffffffffffffff,8,0x0000000000000000
0x5555555555555555,0xffffffffffffffff,9,0x0000000000000001
0x5555555555555555,0x5555555555555555,0,0xaaaaaaaaaaaaaaaa
0x5555555555555555,0x5555555555555555,1,0x0000000000000000
0x5555555555555555,0x5555555555555555,2,0x5555555555555555
0x5555555555555555,0x5555555555555555,3,0x5555555555555555
0x5555555555555555,0x5555555555555555,4,0x0000000000000000
0x5555555555555555,0x5555555555555555,5,0xaaaaaaaaaaa00000
0x5555555555555555,0x5555555555555555,6,0x000002aaaaaaaaaa
0x5555555555555555,0x5555555555555555,7,0x000002aaaaaaaaaa
0x5555555555555555,0x5555555555555555,8,0x0000000000000000
0x5555555555555555,0x5555555555555555,9,0x0000000000000000
0x5555555555555555,0xaaaaaaaaaaaaaaaa,0,0xffffffffffffffff
0x5555555555555555,0xaaaaaaaaaaaaaaaa,1,0xaaaaaaaaaaaaaaab
0x5555555555555555,0xaaaaaaaaaaaaaaaa,2,0x0000000000000000
0x5555555555555555,0xaaaaaaaaaaaaaaaa,3,0xffffffffffffffff
0x5555555555555555,0xaaaaaaaaaaaaaaaa,4,0xffffffffffffffff
0x5555555555555555,0xaaaaaaaaaaaaaaaa,5,0x5555540000000000
0x5555555555555555,0xaaaaaaaaaaaaaaaa,6,0x0000000000155555
0x5555555555555555,0xaaaaaaaaaaaaaaaa,7,0x0000000000155555
0x5555555555555555,0xaaaaaaaaaaaaaaaa,8,0x0000000000000000
0x5555555555555555,0xaaaaaaaaaaaaaaaa,9,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x0000000000000000,0,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,1,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,2,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x0000000000000000,3,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,4,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,5,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,6,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,7,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x0000000000000000,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x0000000000000000,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x0000000000000001,0,0xaaaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0x0000000000000001,1,0xaaaaaaaaaaaaaaa9
0xaaaaaaaaaaaaaaaa,0x0000000000000001,2,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x0000000000000001,3,0xaaaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0x0000000000000001,4,0xaaaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0x0000000000000001,5,0x5555555555555554
0xaaaaaaaaaaaaaaaa,0x0000000000000001,6,0x5555555555555555
0xaaaaaaaaaaaaaaaa,0x0000000000000001,7,0xd555555555555555
0xaaaaaaaaaaaaaaaa,0x0000000000000001,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x0000000000000001,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,0,0xaaaaaaaaaaaaaaa9
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,1,0xaaaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,2,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,3,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,4,0x5555555555555555
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,5,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,6,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,7,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,9,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,0,0x2aaaaaaaaaaaaaa9
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,1,0x2aaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,2,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,3,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,4,0xd555555555555555
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,5,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,6,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,7,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,0,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,1,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,2,0x8000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,3,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,4,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,5,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,6,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,7,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,8,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,0,0x2aaaaaaaaaaaaaa9
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,1,0x2aaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,2,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,3,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,4,0xd555555555555555
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,5,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,6,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,7,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x7fffffffffffffff,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,0,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,1,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,2,0x8000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,3,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,4,0x2aaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,5,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,6,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,7,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0x8000000000000000,8,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x8000000000000000,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,0,0xaaaaaaaaaaaaaaa9
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,1,0xaaaaaaaaaaaaaaab
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,2,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,3,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,4,0x5555555555555555
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,5,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,6,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,7,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0xffffffffffffffff,9,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x5555555555555555,0,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x5555555555555555,1,0x5555555555555555
0xaaaaaaaaaaaaaaaa,0x5555555555555555,2,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0x5555555555555555,3,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x5555555555555555,4,0xffffffffffffffff
0xaaaaaaaaaaaaaaaa,0x5555555555555555,5,0x5555555555400000
0xaaaaaaaaaaaaaaaa,0x5555555555555555,6,0x0000055555555555
0xaaaaaaaaaaaaaaaa,0x5555555555555555,7,0xfffffd5555555555
0xaaaaaaaaaaaaaaaa,0x5555555555555555,8,0x0000000000000001
0xaaaaaaaaaaaaaaaa,0x5555555555555555,9,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,0,0x5555555555555554
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,1,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,2,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,3,0xaaaaaaaaaaaaaaaa
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,4,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,5,0xaaaaa80000000000
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,6,0x00000000002aaaaa
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,7,0xffffffffffeaaaaa
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,8,0x0000000000000000
0xaaaaaaaaaaaaaaaa,0xaaaaaaaaaaaaaaaa,9,0x0000000000000000
0xbe464464c0310b29,0xe5643586bfed2d9c,5,0x4c0310b290000000
0xb51f14c20107a525,0x8c48d420afa23cc4,8,0x0000000000000000
0x835a7ceb510b4520,0xa5414149a54fcf8b,9,0x0000000000000001
0xf0f886cd33308bf1,0x451377944c22503c,0,0x360bfe617f52dc2d
0x81a810298a952880,0xc5499f5729876a6e,1,0xbc5e70d2610dbe12
0xfda71a116863b950,0x9d6be54e0a5be28c,3,0xfdefff5f6a7bfbdc
0x4ba487db5a1b4c95,0x78d3e0e87fc504c5,5,0x7490fb6b436992a0
0xf75a50e776375452,0xd2908660dee7fb10,5,0x50e7763754520000
0x7e3e2497b618a9dd,0x223ed0291241db8e,8,0x0000000000000000
0xf78fe5e95020821f,0x318dd7fbdc3a7e22,5,0x4082087c00000000
0xbd22fde85594e31d,0xf542a67b59544994,1,0xc7e0576cfc409989
0xdfb4287c741b2b5e,0xa6ba98b2e1765098,1,0x38f98fc992a4dac6
0xb19f62d9967f1f33,0x5a687c696f54dc87,2,0x1008604906541c03
0x474fb8c12c19981e,0x75e32a01edb25900,9,0x0000000000000001
0x942eb25468d70d39,0x920991538155bd67,8,0x0000000000000000
0x1a079edd88a6d4f8,0x507ceb7f6b786faf,5,0x6a7c000000000000
0xe7e1df03226f95d7,0x2653db30c1f0be71,4,0xc1b20433e39f2ba6
0xebf1ac24aa140b34,0x40525c69740c4d8b,8,0x0000000000000001
0x055fcee0abd93d6d,0xe8e84ab6c613bde0,0,0xee48199771ecfb4d
0xb19229580ae1f77a,0x1139e9e519e9a711,6,0x000058c914ac0570
0xf5196901cea9462d,0x54f37acdf0426027,3,0xf5fb7bcdfeeb662f
0x4cabd43308ab3b1d,0xd993d78be6f61700,7,0x4cabd43308ab3b1d
0x31acdd147e54ccde,0x8ea6a7acd7bf8620,6,0x0000000031acdd14
0xc1a4a0095ff7d1dc,0x9523c8f8a086db50,7,0xffffc1a4a0095ff7
0x1b53cb927e13d673,0x183d5246df1e535a,3,0x1b7fdbd6ff1fd77b
0xb6a93a5042da771d,0x6bfc1feef57138da,6,0x0000002daa4e9410
0x9d1d109a34b55603,0xd23ed4beb5faa41b,1,0xcade3bdb7ebab1e8
0x7ef344a145329cde,0x5ff410c41af13667,8,0x0000000000000000
0x6d3815857c5c9911,0xcc2fb6addbeb434c,5,0x815857c5c9911000
0xfbd938bd5b84aa6e,0xd5da6c1edf232bde,6,0x00000003ef64e2f5
0xb3e1e1d8e2771dc3,0x60cb271862f5fdaa,9,0x0000000000000000
0x73b9189bbd749cbb,0x85d3d2fa19181ee5,3,0xf7fbdafbbd7c9eff
0xcfc5fad0e275f26e,0xf6aa1b324df2a118,6,0x000000cfc5fad0e2
0xba10803b1ceaf86d,0x341cfec3dae451df,8,0x0000000000000001
0x01fdb4d45d38890a,0x288e75d4467ec549,7,0x0000feda6a2e9c44
0x1978de611a8cb8a1,0xae26155d9b16a095,5,0xcc23519714200000
0xb648ee87ad1fa755,0xa8982d5ac43fa105,6,0x05b247743d68fd3a
0xc3027be9b3562291,0x7de6682a7fc906f0,2,0x4102682833400290
0xf59d4d6f5602f145,0x66e734630bd11f89,8,0x0000000000000001
0x212eba9f831f2d35,0x70e871a6da54183d,0,0x92172c465d734572
0x07aedc7cbb436925,0x9f7f372d1c7bc210,1,0x682fa54f9ec7a715
0x84a541d9bc04155e,0x377709736b6028bc,4,0xb3d248aad7643de2
0x9fc3348d8fe3824d,0x55bc4a83056c82f1,3,0xdfff7e8f8fef82fd
0x77135d46d3a89151,0x64f4b0244c95ce19,9,0x0000000000000000
0x83c2ea9411b338d5,0x6f3a538df4d98498,0,0xf2fd3e22068cbd6d
0xfe4ceff8b3c06ea7,0x8fbbe84dfe8a1209,5,0x99dff16780dd4e00
0x490d1775c0fb0478,0x8e881e41d8201fda,9,0x0000000000000001
0x88456c6f514fd7e8,0xf0313be3e99c2906,9,0x0000000000000001
0x3d291de02fb5c82d,0x1c2c1fad7bed8ad3,9,0x0000000000000000
0x643a895ec172a244,0xd26bd8e7633fd6e4,4,0xb65151b9a24d74a0
0x8180af04874a04b5,0x3749f3b956040f32,4,0xb6c95cbdd14e0b87
0x91e8f8ce0cf03d05,0x35f72ad06cbbfe24,1,0x5bf1cdfda0343ee1
0x8c687a11d1d03bd1,0xde4b5b2efd43808f,4,0x5223213f2c93bb5e
0xd62be3ce047e3d9b,0x654eb382c4e56a04,2,0x440aa38204642800
0xb89ec008f9fe9c88,0x51f0f2cca9788ef6,3,0xf9fef2ccf9fe9efe
0xd449fbb126e71b46,0x8819a0f8ed16c3eb,3,0xdc59fbf9eff7dbef
0x4845c12effd375df,0x9759e3a17a5dd4f4,8,0x0000000000000000
0x2ddf99d9b2f418ab,0x527772fc12a9eeff,7,0x0000000000000000
0x0575987853e32e38,0x6cc14f94551f8807,7,0x000aeb30f0a7c65c
0xf617751d9b98755b,0xbd625cc7752e3341,0,0xb379d1e510c6a89c
0x58cfad9ec915a1bf,0xdb7e62ee54b3f429,4,0x83b1cf709da65596
0xc7b006d3a4658c9d,0x0c483cdde0803a81,6,0x63d80369d232c64e
0x30148fa031a507c1,0x85b8a6c3a35afb13,9,0x0000000000000001
0x002170419767f441,0xc9104505bd566ad0,5,0x70419767f4410000
0x2045bf8314add5ab,0x87331b807a1013d0,8,0x0000000000000000
0xb6eef4506249608c,0x2464f1ea92322c26,8,0x0000000000000001
0x38f5cf8072b59d1a,0xcfa1e2f63481c3e2,0,0x0897b276a73760fc
0x7987813916d69a0a,0xa17ed65aaeb77729,7,0x00000000003cc3c0
0xca37f139715ef200,0xa82765ae544908b4,5,0x2000000000000000
0x46339ae6b639bdd5,0xd3db85b9308a70f5,8,0x0000000000000000
0x1380a577193cbf87,0x1efe9a75d65db908,7,0x001380a577193cbf
0xacb767c0b31c0a45,0x31f7a4567ba323f7,5,0x2280000000000000
0xe151784155316b64,0xbe74f017219d7c4a,8,0x0000000000000000
0xa756acd434e8fcb0,0xc055da5f15ed7fdc,9,0x0000000000000001
0xb0625639b265ec56,0x02f11a259f720d36,3,0xb2f35e3dbf77ed76
0x43c888d970149046,0x6a2ae855e577d58f,2,0x4208885160149006
0xd58ff72c23149981,0x9e83cfe8ce699b33,1,0x370c274354aafe4e
0xa8c8b1201019a225,0x61836653548b4dd9,0,0x0a4c177364a4effe
0x6eb0ed4b767abacd,0x3114ff532ae2c15a,3,0x7fb4ff5b7efafbdf
0x1337a6d13f0cba01,0x7c603639dd1515e2,0,0x8f97dd0b1c21cfe3
0xacfee44b6fef3d3b,0x8d1421104d552f39,9,0x0000000000000000
0xb3a883c4d06c1cec,0xf275bdb79366ad42,5,0xcea20f1341b073b0
0x92b9d824b025fc36,0xeb5c56f73b43a55d,9,0x0000000000000001
0x717c8273e9394638,0x2f71cd85b6276cac,1,0x420ab4ee3311d98c
0xd737ba0189d259ca,0x6da90d972a368a95,4,0xba9eb796a3e4d35f
0xe7ee1dfbad4ed6b9,0xb0b4857386dfaceb,9,0x0000000000000000
0xddd6e82e162cb12d,0x59aa989f9a679fe2,0,0x378180cdb094510f
0x67ec560934bdc285,0x2d41eebe4c57870b,4,0x4aadb8b778ea458e
0x59eeb142e6fd59fa,0x993004f907496fe9,7,0x00000000002cf758
0x8cbcf6c86298fd8b,0xd49e4ac613b785cc,8,0x0000000000000001
0xac57203344527467,0x881f9a5ca9244aa4,3,0xac5fba7fed767ee7
0x97e396fb4ea8f44b,0xf0eaffeadb484ae4,6,0x00000000097e396f
0xe041522d090495ef,0xdee9ffccf887dc74,3,0xfee9ffedf987ddff
0x434ef02c5a37e7be,0x9c837a6a2c1110ea,1,0xa6cb75c22e26d6d4
0xc66dba0f4d2d8e0a,0x51f2e428dcb2463d,4,0x979f5e27919fc837
0xdc9d21851ff775b7,0x01c772247ebb97b6,6,0x0000000000000372
0x7e88903d2d8252f3,0xd38b1daead2abb4a,1,0xaafd728e805797a9
0x2794e75bcb1c2a1d,0xadc8852b774a3bd2,9,0x0000000000000001
0x5b7218841d5a3085,0xf5213edf507c6ad9,6,0x0000002db90c420e
0xc2a0e994d85c13ae,0x681c689a4131bb0f,7,0xffff8541d329b0b8
0x5edf6839f76f1911,0x8fcddecae42db9ea,4,0xd112b6f31342a0fb
0x69583134c8644075,0x8ca7e0e95dcfbd2c,6,0x0000000000069583
0x9cae0da840e3dd55,0xd0482a78b5b1e3f7,0,0x6cf63820f695c14c
0x1e4b25284da45a71,0x8407b5dd51e09d18,5,0x284da45a71000000
0x30ab8145ff95bd3d,0xea9d30ca85a22b12,7,0x00000c2ae0517fe5
0x668b88e17a9d3c95,0x259088457d7902e5,9,0x0000000000000000
0xa7f1b8963c843a85,0xd6e261ac88293153,4,0x7113d93ab4ad0bd6
0x3e07833382cc83b2,0xb3de04128347711c,1,0x8a297f20ff851296
0xb411f6be19c27182,0x5d49a2a3ec1f99de,3,0xfd59f6bffddff9de
0x74641757cb18ccf2,0xbf4883af0976f9ce,7,0x0001d1905d5f2c63
0x6b2381f78be450d7,0xbffe0f17d3a343b0,8,0x0000000000000000
0xd7b5c6f83412c665,0x7b092ad0e027ec8c,1,0x5cac9c2753ead9d9
0x82cad8ab21f74afe,0x4d10394f16161a02,9,0x0000000000000000
0x99c52378f265f456,0x8e9b745d803adf72,9,0x0000000000000000
0x8f52b316780c5248,0x8acb3f04865a5130,3,0x8fdbbf16fe5e5378
0xb12a3157a6993943,0xb4227f455b3aff20,5,0xa699394300000000
0x94891536e6578d21,0xaefc09cf7f86a352,3,0xbefd1dffffd7af73
0xf3e3238d77dd283f,0xb2df2af3a04b0527,7,0xffffffffffe7c647
0xdf4f8b8106ef995c,0x3cab38473ff675ee,5,0xe657000000000000
0xbf3bd128eb898b90,0x65b200bf71e7f2d3,9,0x0000000000000000
0x7bb67259530e1421,0x663d769b8bff8e7c,4,0x1d8b04c2d8f19a5d
0xb6f22ec72ea16cb1,0x0e16ba2273a1a772,9,0x0000000000000000
0xabe8e7686cbb9851,0xa6a33de383da3233,1,0x0545a984e8e1661e
0x8499a41a96683455,0x1fd108c2876333f2,3,0x9fd9acda976b37f7
0xfdfebff1fd7b2778,0x76e42c425619e395,2,0x74e42c4054192310
0x103b5736e1ca0708,0x031ec93373c39b6f,8,0x0000000000000000
0xb1a61f49a20a553c,0xa3e34624eba4d838,5,0x3c00000000000000
0xf4665f9b99e86365,0x5d9959d960e08511,1,0x96cd05c23907de54
0x8d22db2ab453c77a,0xeb650b89a945f26d,6,0x0000000000046916
0x72786630aa17e24e,0x17d6c96184586d12,6,0x00001c9e198c2a85
0xca7d58b7457c3072,0x4d1da517ca5ab083,2,0x481d001740583002
0x2434116387c1f4f1,0x9e8662eba9446600,2,0x0404006381406400
0xb4ce0f4540bdc376,0x81bda6ed6d8d640c,5,0xe0f4540bdc376000
0x36eee8642bd6a432,0xb2e1848de9aee354,4,0x840f6ce9c2784766
0x8ec5adae822d9175,0xd1e293911936c6d4,1,0xbce31a1d68f6caa1
0x7c2170189817ca71,0x24e6a75d0b2ee85c,0,0xa1081775a346b2cd
0xb21b55ea8d2670df,0x8cd8758b9cb5310b,0,0x3ef3cb7629dba1ea
0x21421ab90bc0f2ec,0xa97fb96f751a3af4,7,0x0000000000000214
0x08ab542b52253ac2,0xd04cc23ed2d99abe,0,0xd8f8166a24fed580
0x7a36a5eccf81a351,0x5808256b3077c8e7,1,0x222e80819f09da6a
0xa602659ce34ece6f,0x86defe08da2f79ca,5,0x0996738d3b39bc00
0x939eeee4e27b1ef0,0xf78f36a671153251,3,0xf79ffee6f37f3ef1
0x3353052ba1b11a78,0x7f61479de9f922b2,9,0x0000000000000001
0x0f64532a688cc1a7,0xf92cce28a4f6c79b,0,0x089121530d838942
0xa2fea1cbced14a85,0x3569bdb52d005459,3,0xb7ffbdffefd15edd
0x63a7c56fe7966a9a,0xf8c2ecc10c4b133a,3,0xfbe7edefefdf7bba
0x53e8fd338ed5f38e,0x0c97e1ff5c1ace3f,0,0x6080df32eaf0c1cd
0x2a437335a2c77f49,0x163344924e1a60b8,0,0x4076b7c7f0e1e001
0x0bd08db8ce55c115,0xf15f93c4a8ab5bf9,3,0xfbdf9ffceeffdbfd
0x956d68449fc10190,0xbc2d9cf59065afbb,8,0x0000000000000001
0x72650bd577cb4d91,0x3618eb00f058b562,3,0x767debd5f7dbfdf3
0x34eb037c61ebaee7,0x0f4cefa47d3cd061,9,0x0000000000000000
0x1101790d3cfd9d88,0x0e7aa5413d49100a,0,0x1f7c1e4e7a46ad92
0xda3ea06f112983cb,0x12d41cfffb966065,1,0xc76a836f15932366
0xe69750be0879e7ca,0x85a90bf649b63490,2,0x848100b608302480
0x395ab1cceba41a5d,0xc2cd64b1575a6055,9,0x0000000000000001
0xfc9c9d9f83355e0a,0x77dd23a46f34fba8,5,0x355e0a0000000000
0x8c33f73f96dedf4a,0xddd6e79ce7c4c5a0,9,0x0000000000000001
0xf3ba0f56a1d50efc,0x48b053a2faa0630e,3,0xfbba5ff6fbf56ffe
0x5f51ba6876c5d27c,0xb704146455b1150f,5,0xdd343b62e93e0000
0x7956844387eaafcf,0x10767f2946adefc0,1,0x68e0051a413cc00f
0x2e4ad784229f9b8f,0xcb3e31f63d65da3b,8,0x0000000000000000
0x9107d4dbddb4a776,0x342d981d1e3b06a9,9,0x0000000000000000
0x329f5c5b6430bee1,0xd5b1e87346cb8580,7,0x329f5c5b6430bee1
0xc5f4cc2de8aa22f3,0xfa77c02e45929607,1,0xcb7d0bffa3178cec
0x7788d36c65a8f22f,0x64733a83cfe30be9,6,0x00000000003bc469
0x68002a25755ab722,0x5cc4d1b51b521ba5,2,0x4800002511521320
0x03c662702ce6fcaf,0x2864f913e5594b57,3,0x2be6fb73edffffff
0xa58890ea899230f5,0x08725cfe969dfaa1,5,0x132461ea00000000
0xd120ca85cd5a3fd1,0x3285f77fb52be9a7,8,0x0000000000000001
0x86e004fa6fe92e46,0x08c0d25a5b2c056f,4,0x8e20d6a034c52b29
0x543feac9461647ca,0x9051d700d15cc146,8,0x0000000000000000
0x2e5a57e3da14efcb,0x2903a499bd2668d4,6,0x000002e5a57e3da1
0xb4a51dffc0c608e9,0xa4dfc5c078d3d325,2,0xa48505c040c20021
0x4b2d2e51d3ef45eb,0x8291beb88c01ca5b,7,0x0000000965a5ca3a
0x63019bb8104f4274,0xca1268321c88b9de,0,0x2d1403ea2cd7fc52
0xc1217704fa0a983f,0x2ba9180a59053493,9,0x0000000000000000
0x1ec5ad66900fed45,0xf893be60c1353e7e,3,0xfed7bf66d13fff7f
0x7fedca800b4dcef7,0x2d81a705df466ff5,9,0x0000000000000000
0x47798c7d2af5d8af,0x4d9ea1f9d2b9e5de,9,0x0000000000000001
